text,insult,obscene,ideology,lgbtqphobia,racism,sexism,xenophobia
"@user vamos pra tóquio, porra 🏐✨",0,1,0,0,0,0,0
@user pra ser idiota basta gritar nuna nivre.,1,0,0,0,0,0,0
ele veio trazer café pra mim mano puta que pariu eu sou o cara mais sortudo do mundo,0,1,0,0,0,0,0
"@user eu fico feliz de verdade por você estar aqui e a gente estar maduro o suficiente pra não brigar a cada cinco segundos KKKKKKK vc me faz rir demais sériooo, te adoro, melhor amizade puta que pariu",0,1,0,0,0,0,0
@user eu tenho um dom de sumir palheta que puta merda,0,1,0,0,0,0,0
se a torcida não cagar o pau o mosaico tem tudo pra ser lindo o problema é que pelo histórico de mosaicos que tentaram fazer eu sempre fico com o cu na mão,1,1,0,0,0,0,0
rapaz quando o boy quer ser escroto ele é com força,1,0,0,0,0,0,0
"eu juro que não estava irritada mas puta que pariu, falou merda",1,1,0,0,0,0,0
puta que pariu esse mundo tem que acabar mesmo namoral ser humano é um bicho vai se fuder,1,1,0,0,0,0,0
"alguém, além de mim, consegue morder a língua dormindo??? puta que pariu!",0,1,0,0,0,0,0
tão duro rezando pra chover vai toma no cu pra lá em filho das puta hoje e só puta acima do peso 😂😂😂,1,1,0,0,0,1,0
@user coisa linda do caralho 😻😻😻😻,0,1,0,0,0,0,0
@user buceta rosinha: quem aí curte ? 😈,0,1,0,0,0,0,0
@user vc é ridícula,1,0,0,0,0,0,0
"faltou luz ontem e voltou já, e nada da porra da internet ficar boa",0,1,0,0,0,0,0
"@user que carinha mais idiota, uma metralhadora de falar merda",1,1,0,0,0,0,0
@user taca-lhe pau,0,1,0,0,0,0,0
puta que pariu que jogão,0,1,0,0,0,0,0
minha irmã falou isso pra mim ai eu comecei a zoar e perguntei se era um convite pra eu dar um beijo nela PUTA MERDA ELA FICOU NERVOSA DEMAIS MORRO KKKKKKKKKKKKKKKKKKK,0,1,0,0,0,0,0
"o pai de família trabalhando no ifood, testando remédio...

caralho essa série é boa demaaaaaais!!!!",0,1,0,0,0,0,0
"@user fé nas maluca é caralho, vai procurar uma terapia kkk",0,1,0,0,0,0,0
@user @user ti fuder vai marcus,1,1,0,0,0,0,0
sorriso de quem tava esperando há mais de 2 hrs a porra de uma sessão p assistir rei leão 😀,0,1,0,0,0,0,0
"o changbin tá trabalhando em duas músicas e uma delas é com o seungmin e já tá pronta, só falta gravar........... MEU SENHOR JESUS A OBRA PRIMA QUE VAI SER ISSO AQUI puta que pariu",0,1,0,0,0,0,0
"ganhoooooou, aqui é brasil porra",0,1,0,0,0,0,0
@user @user vai se fuder mesmo,1,1,0,0,0,0,0
magoa do caralho,0,1,0,0,0,0,0
@user eu sou simplesmente a pessoa mais feliz do mundo aaaaaaaaaaaa puta que pariu,0,1,0,0,0,0,0
meu coração quer ela mas meu pau quer de montão,0,1,0,0,0,0,0
"mano quem foi o fudido q fudeu meu insta, se eu descobrir",1,1,0,0,0,0,0
@user a apreensão foi de cocaína !!! o Paraguai legalizou a plantação de maconha !!!! a querida Joice Pig ta querendo dizer que Uruguai aprendeu a fazer cocaína a partir da folha de maconha ?????? cara tem que ser muito burro para seguir e votar nessa gente bolsonarista,1,0,0,0,0,0,0
@user caralho 🔥,0,1,0,0,0,0,0
"Sou angry e hard ao mesmo tempo HAHSJSJSJSJSJS ""filha da puta, você é o homem mais gostoso do mundo, desgraçado do caralho """,1,1,0,0,0,0,0
jisung e changbin não tem um pingo de maturidade ksks duas crianças,1,0,0,0,0,0,0
"difícil pra porra, mas katana

joker is coming",0,1,0,0,0,0,0
@user filha da puta linda do caralho meu coração não aguenta jesus cristo me leva,0,1,0,0,0,0,0
"Puta se tem uma coisa que me broxa 100% é eu chamar alguém pra sair e a pessoa cancelar em cima da hora pq tá nErvOSa ou AnsIOsa e ainda por cima dar uma desculpa como se eu fosse idiota
Vai toma no cu né pelo menos fala a verdade",1,1,0,0,0,0,0
ta comendo meu cu secoooo,0,1,0,0,0,0,0
@user @user vcs nada eu tava na minha sua ridícula kkkk,1,0,0,0,0,0,0
@user ainda não fiz um caralho,0,1,0,0,0,0,0
como feijoada pode ser tão bom???? puta que pariu,0,1,0,0,0,0,0
@user vou pegar a sororidade e enfiar no cu dessa idiota,1,1,0,0,0,1,0
"as pessoas sempre são muito filha da puta cmg, chega",0,1,0,0,0,0,0
"@user galera não gosta de ver a felicidade dos outros e fazem de tudo pra estragar né, tnc",0,1,0,0,0,0,0
"@user Não é de duvidar que o stf LIXO está planejando isso, até porque a preocupação deles não é com o povo brasileiro, e sim com a ascensão do comunismo para se perpetuarem no poder.",1,0,0,0,0,0,0
"gente é normal odiar a família? não é aquele ódio de tipo ah vai passar, não gostar mesmo ter raiva toda vez que o próprio pai abre a boca pq não aguenta mais o idiota pensar só nele?",1,0,0,0,0,0,0
que enjoo puta que pariu,0,1,0,0,0,0,0
@user to puta com a macris( acho que é esse o nome dela ),0,1,0,0,0,0,0
@user goxto nao keiehdkad o pub só q è lixo e mais ainda agr q fechou a área de fumante,1,0,0,0,0,0,0
@user @user kkkkkkkkkkkkk homem = aberração,1,0,0,0,0,0,0
"sonhei com a filho da puta, quero dar um tiro na minha consciência",0,1,0,0,0,0,0
1 milhão nesse pinguço para fazer cia ao jadson no dm. vai tomar no cu!,1,1,0,0,0,0,0
acordei por conta do caralho hoje,0,1,0,0,0,0,0
"não é possível que vocês achem isso normal, sério, o cara não ofereceu perigo em nenhum momento, só queria saber o motivo dele estar sendo algemado, ai chega outro babaca e já é agressivo pra caralho. vai te fude",1,1,0,0,0,0,0
putinha da surra de priquito,1,1,0,0,0,1,0
"esses macho não sabem nem bater um nudes que preste.

tira a mão da porra da pica caralho.",1,1,0,0,0,0,0
mds antes eu era ótima em matemática smp tirava as melhores notas foi so entrar na porra do ensino médio QUE EU N CONSIGO MAIS FAZER UMA CONTA,0,1,0,0,0,0,0
@user eu estou morrendo de saudades do filho da puta 😩,0,1,0,0,0,0,0
@user @user vcs nem chamam puta que pariu paneleiros demais,0,1,0,0,0,0,0
@user só puta curte isso man kkk,1,1,0,0,0,1,0
vai com calma porra,0,1,0,0,0,0,0
"legal, pena que eu não entendi porra nenhuma do que tu disse aí",1,1,0,0,0,0,0
"@user tão linda, puta que pariu vai se fuder",1,1,0,0,0,0,0
@user o que faço para me deliciar nesse pau?,0,1,0,0,0,0,0
"@user vai procurar trabalhar vagabundo(a) 
eu aposto que se eu gritar pega ladrão tu sai correndo! 😂😂😂😂😂😂",1,0,0,0,0,0,0
@user vai toma no seu cu...,1,1,0,0,0,0,0
porra foda-se do jeitinho q eu gosto 🙌🏻,0,1,0,0,0,0,0
@user musica viciante da porra mas pra te salvar vou precisar de um avanço,0,1,0,0,0,0,0
meu pai me deu esse perfume eu sto apaixonada nessa tampa puta que pariu,0,1,0,0,0,0,0
"e mano, é perturbador como tem manos e manas que se sentem superior por causa disso...
enfiam o ubuntu dentro do cu, só pode!",1,1,0,0,0,0,0
vc tem cara de q bate nuns viadinho,1,0,0,1,0,0,0
"n tenho depressão 
minha mãe me deu remédio anti depressivo 
agr eu to triste toma no cu
nunca mais tomo essa porra",0,1,0,0,0,0,0
"to cansada pra caralho de esperar muito dos outros, não é nem sobre criar expectativa, é sobre querer ta junto, ter responsabilidade sob aquilo que você diz pra outra pessoa. sei lá...",0,1,0,0,0,0,0
"@user Arg sinto mto por vc ter passado por essa situação. É mt irritante puta que pariu eu sou impaciente cm esse grossa desse jeito eu ia largar logo ""ENT SE FODA SOZINHA"" KKKKKKKKKKKKK",1,1,0,0,0,0,0
"@user parece que uma noivinha passa muitooo bem , aaaa homão da porra 💥💥😍",0,1,0,0,0,0,0
eu podia estar com o mozão mas ele é um pau no cu e eu tô muito brava,1,1,0,0,0,0,0
"@user eu odeio fingir que eu não me importo com um bagulho, quando na verdade eu me importo p caralho",0,1,0,0,0,0,0
"A menina era uma necromante por meio de sonhos ne, ai o avô dela q nunca morria queria q ela sonhasse um corpo fisico pra ele, mas por ela ter aquele dom e por ser mulher o cara era mt babaca com ela filho da puta verme
enfim o final foi daorito, curti !!",0,1,0,0,0,0,0
boa caralho,0,1,0,0,0,0,0
@user que filho da puta 😂😂😂😂,1,1,0,0,0,0,0
"elegemos um tiozão de boteco, puta que pariu !!! 😂😂😂",1,1,0,0,0,0,0
"@user @user @user @user Nem tudo tem relação com crença. Se você é cristão deveria saber da existência do livre arbítrio e de que Deus ama todo mundo independente de qualquer coisa. O que define uma pessoa não é o que ela tem no meio das pernas, é a mente. Você por exemplo é um idiota.",1,0,0,0,0,0,0
@user ai wattpad pega essas estórias pagas e enfia no cu,1,1,0,0,0,0,0
"não paro de pensar nesse teu rabo. estou doido pra chupar ele todinho, puta que pariu! — mamada?? kkkk",0,1,0,0,0,0,0
@user correria uns 10km de boa com essa rola no rabo. melhor foi o prêmio no fim 🤤,0,1,0,0,0,0,0
@user meu cu,0,1,0,0,0,0,0
@user @user dois palhaços fazendo graça pra plateia em ponto de fica fudido na cama de um hospital,1,1,0,0,0,0,0
"Tal quil ! Já tem candidato a lixo e a globolixo nem faliu direito.

Aí BBC: @user é o melhor presidente que a América já viu.",1,0,0,0,0,0,0
@user parsa o feminismo q me perdoe mas eu queria só 3m no braço c essa mina zoada do crlh vai se foder falsa desgraçada,1,1,0,0,0,1,0
@user kkkkkkkkkkk cigarro massa da porra,0,1,0,0,0,0,0
tu é mais chato que pelo no cu,1,1,0,0,0,0,0
ain caralho adoro essa vida fuder com o nandinho eh muito gostoso,0,1,0,0,0,0,0
"caralho, eu sou muito trouxa kkkkkkkkkk",0,1,0,0,0,0,0
@user tempo tá ridículo,1,0,0,0,0,0,0
vai se foder. g o s t o s o.,0,1,0,0,0,0,0
@user aí virar sapatao caralho,0,1,0,1,0,0,0
eu to mt cansadaaaaa puta que pariu,0,1,0,0,0,0,0
"acordei 1hr e ainda estou com sono,puta que pariu",0,1,0,0,0,0,0
tudo na vida tem limite porra,0,1,0,0,0,0,0
"que cólica insuportável e essa cr, porra",0,1,0,0,0,0,0
"PQ NGM TA NEM AI PRA ISSO?? MAL VEJO FALAREM DISSO, AGORA QUERIA VER SE FOSSE AQUELAS MERDA DE DAR SE NÃO SEU CELULAR QUEBRA PRA VER O TANTO DE NEGUINHO QUE IA DAR RTT",1,1,0,0,1,0,0
filho da puta ela cr kkkkkkkk,1,1,0,0,0,0,0
puta que pariu eu com crise de ansiedade hj e toda jumpy pra minha mae do nada gritar meu nome me matando de susto q odio meu deus,0,1,0,0,0,0,0
e é por isso que homem tem que morrer,1,0,0,0,0,0,0
@user me pegou pilantra,1,0,0,0,0,0,0
"quando eu decido ir na rua, essa chuva cai puta que pariu",0,1,0,0,0,0,0
@user teu cu,1,1,0,0,0,0,0
"que idiotas cara, babaquice do caralho",1,1,0,0,0,0,0
bota feio nisso,1,0,0,0,0,0,0
"tatuagem na costela doi mt ,vai se foder",0,1,0,0,0,0,0
todo dia o mesmo mimimi a vai pra porra,1,1,0,0,0,0,0
caralho hein mano faltava so 2 dias,1,1,0,0,0,0,0
que vergonha filhos da puta,1,1,0,0,0,0,0
@user sapatão,1,0,0,1,0,0,0
dor de cabeça do caralho.,0,1,0,0,0,0,0
@user mas por que eu nunca tinha visto esse vídeo impecável antes? puta merda a perfeição,0,1,0,0,0,0,0
"@user ei libido, o que tá acontecendo caraio? sossega",0,1,0,0,0,0,0
@user eu chuto o balde e busco o balde quantas vezes eu quiser o balde é meu caralho,0,1,0,0,0,0,0
"@user porra namoral tu é uma morena linda serio msm se eu fosse homem te pegava , muito maneira me amarro na tua ❤",0,1,0,0,0,0,0
@user liga pra samu liga pra samu ela transou com 3 deu hemorragia no cu,0,1,0,0,0,0,0
@user @user @user mais perdida que pedófilo em festa de anão,1,1,0,0,0,0,0
essa ama uma rola,1,1,0,0,0,1,0
que homem puta que pariu,0,1,0,0,0,0,0
@user porra mano antes de ir pro cesarão eu falei que não ia conseguir aproveitar o role pq minha onda ja tinha sido cortada e eu tava cheio de dor na perna. os cara ainda me inventa de voltar pra macapá,0,1,0,0,0,0,0
@user eu odeio esse filho da puta psicopata maldito,1,1,0,0,0,0,0
"@user Você devia estar falando sobre: 
.....e se o STF proibir as investigações da RF sobre os seus próprios membros e familiares ....
Isto é que é realmente grave, seu idiota caricato....",1,0,0,0,0,0,0
vaaaaaaaaai caralho,0,1,0,0,0,0,0
@user @user bahaha filho da puta,1,1,0,0,0,0,0
"meu sinhor, psicologia na puc está custando 3.650....... é de cair o cu da bunda",0,1,0,0,0,0,0
"depois dessa eu só tenho a dizer...
caralho neguim essa foi de fude kkk bjs",0,1,0,0,0,0,0
@user odeio quem muda perto dos amiguinhos 🙄 vai se foder mano,1,1,0,0,0,0,0
@user a mano toma no cu velho,1,1,0,0,0,0,0
"@user - quando nós lançar a data da outra puta que pariu , muito forte .",0,1,0,0,0,0,0
"@user Tá certo. Vagabundo que financia o tráfico, tem que ser tratado como bandido. Vc com seu vício tem participação indireta na destruição de várias vidas. Seu merda.",1,1,0,0,0,0,0
1.700 o vestido????? kkkkk ces tao alugando barato p caralho.. qria kkkkkk,0,1,0,0,0,0,0
"@user Ser bolsominion é vangloriar a estupidez e a irracionalidade. 

Bolsominion, você é um idiota. Completo idiota.

 Negacionismo, marxismo cultural e Terra plana? São coisas de idiota.",1,0,0,0,0,0,0
meu irmaozinho me xingando só pq eu não fiz o almoço 😂😂😂😂😂😂😂 ( vai tomar no cu moss ),1,1,0,0,0,0,0
caralho brasillllllll,0,1,0,0,0,0,0
@user então bora marcar para você poder ter a minha rola,0,1,0,0,0,0,0
"meu quarto tava mó quentinho
abri a janela e agora ta frio pra caralho",0,1,0,0,0,0,0
tomei uma taça kkkjj ridícula,1,0,0,0,0,0,0
fansites não contem comigo pra absolutamente &gt;nada&lt; eu só queria umas hqs e eles ficam regulando até o cu,1,1,0,0,0,0,0
"@user kpop é uma indústria, caralho",0,1,0,0,0,0,0
@user se prepara hyunjin vamo descer no soco desgraçado lindo do caralho vai se foder filho da puta eu te amo desgraça,1,1,0,0,0,0,0
@user mas que porra eh essa mano,0,1,0,0,0,0,0
performer da nação caralho,0,1,0,0,0,0,0
caralho marcelly deu sinal de vida. 🙄,0,1,0,0,0,0,0
caralho the oa,0,1,0,0,0,0,0
"@user óia eu caraio.

te amo trude",0,1,0,0,0,0,0
macha falo um bglh pra mim que puta que pariu,0,1,0,0,0,0,0
vcs não tem mãe não porra ?,1,1,0,0,0,0,0
me deixa apaixonada e some q maldita,1,0,0,0,0,0,0
"tem que ser muito cara de pau né kkkkkkkkkkk tá achando oq, não nasci ontem",1,0,0,0,0,0,0
@user tu me ilude mais que ela vai se foder kkk,0,1,0,0,0,0,0
jovem de 13 anos quer desistir de tudo pq nem todo mundo é tão desocupado quanto ele pra ficar 24hr no zap,1,0,0,0,0,0,0
@user @user então somos dois irmã pq vamos perde dignidade todinha lá kkkkkkkkkk. me solta porra 💃😂😂,0,1,0,0,0,0,0
ru quero ver os saltos ornamentais caralho,0,1,0,0,0,0,0
foda se agora eu to puto mesmo,0,1,0,0,0,0,0
"@user maravilhoso demais, puta que pariu",0,1,0,0,0,0,0
"o negócio é quase do lado da minha casa e tá uma demora da porra, que raivaaaaa",0,1,0,0,0,0,0
foi fora pra caralho kkkkk,0,1,0,0,0,0,0
"@user eu pensei que eu era feio...

mas tu já viu um nordestino torcendo pra time sulista?",1,0,0,0,0,0,1
pau no cu dos mancha rosa,1,1,0,1,0,1,0
@user o mal de vagabundo é querer roncar pra conhecido pra se aparecer pra desconhecido!,1,0,0,0,0,0,0
"@user @user @user @user Um dos shows mais lindos q já fui, estrutura melhor q muito show internacional, e eles puta que pariu não tem o q falar dessa energia.",0,1,0,0,0,0,0
"@user lixo esgoto, fossa a céu aberto tenho nojo de chamar um ser como vc de humano",1,0,0,0,0,0,0
arrumar conta é coisa de boiola !,1,0,0,1,0,0,0
sapatão é foda cara,1,0,0,1,0,0,0
"@user - amor ta com ciúmes ??
- não 
- então me da um beijo
- sai de perto de mim porra!!",0,1,0,0,0,0,0
aí falei pra ela minha filha meu cachorro tava de boa até que o seu chegou q nem um louco aqui brigando com o meu segura teu cachorro porra,1,1,0,0,0,0,0
amiga coroa mostrando salto pes e buceta pra mim,0,1,0,0,0,0,0
Tá de piada né ganso cuzao só reclama ( Valdivia morto e melhor que ele) Wellington nem morto ( marrony e bem melhor ) Anderson Martins pau no cu ( castan e melhor que ele até machucado ) Muriel tá de sacanagem né entre os 4 grandes do rio ele fica em 5 colocado pq tem o cesar,1,1,0,0,0,0,0
"olhem esse homem, puta que pariu 😍😍😍😍",0,1,0,0,0,0,0
quem é burro é ele!,1,0,0,0,0,0,0
@user eu amo essa parte puta que pariu,0,1,0,0,0,0,0
gente a stela tá retardada cara,1,0,0,0,0,0,0
já estou kkkkk maldito mês,1,0,0,0,0,0,0
minha mãe congelou meu almoço puta que pariu,0,1,0,0,0,0,0
"só pq ia beber igual opala hoje fui obrigada a tomar remédio de cólica, tomar no cu",0,1,0,0,0,0,0
@user eu achei pouco pra caralho,0,1,0,0,0,0,0
"ai eu amo esses rolê que a gente n fica de palhaçada e só tentando beijar e dança que nem uns ridículos e ri pr caralho
isso sim é role bom",0,1,0,0,0,0,0
@user terça vc come feia,1,0,0,0,0,0,0
"Governo zera temporariamente Imposto de Importação sobre 281 máquinas e equipamentos.

""duvido alguém reclamar disso aí""

nunca subestime gente filha da puta q só sabe torcer contra",1,1,0,0,0,0,0
amore ngm gosta de vc pq tu é chato msm nada dmais seus rolo n vai pra frente pq ngm aguenta mimado egoísta pra caralho,1,1,0,0,0,0,0
menino é um bicho burro né mesmo? é só se aproximar que eles já acham q tu quer alguma coisa a mais... orra,1,0,0,0,0,0,0
"moscas mm me dão raiva porra, animal mais chato do mundo",1,0,0,0,0,0,0
kkkkkkkkkkkk é o melhor lugar do mundo puta que pariu,0,1,0,0,0,0,0
@user mas a fotografada tb ajudou com essa beleza toda puta que pariu é muito linda te amo,0,1,0,0,0,0,0
Queria entender pq q eu me sinto mal e envergonhada toda vez que eu vejo a minha ex como se eu tivesse culpa de alguma coisa puta merda q inferno,0,1,0,0,0,0,0
to saindo de casa de cabelo molhado ai minha mãe disse q se eu n secar ele dps ela vai enfiar o remédio de gripe igual supositório no meu cu kkkkkkklkkkkkkkkl,0,1,0,0,0,0,0
vo vomitar puta que pariu,0,1,0,0,0,0,0
porra acho tatuagem nas costas mt foda mas acho q n aguentaria fzr,0,1,0,0,0,0,0
"que lixo mais um dia que eu acordei pra baixo, que porra ta acontecendo comigo?",0,1,0,0,0,0,0
ver o jongin com crianças faz o meu útero fisgar de tal forma puta que pariu,0,1,0,0,0,0,0
@user caralho marcos,0,1,0,0,0,0,0
"mano eu não acredito que quebraram meu pc, nossa mano toma no cu",1,1,0,0,0,0,0
@user @user @user vagabundo que não trabalha e foda,1,1,0,0,0,0,0
@user simmm mano kkkkk e deu o que aquele filho da puta merecia 🤩🤩🤩🤩,1,1,0,0,0,0,0
caralho 😢,0,1,0,0,0,0,0
resenha da p.a deu oq falar viado kkkkkkkkkk,0,0,0,1,0,0,0
arthur grosso do caralho.,1,1,0,0,0,0,0
porra todo mundo ta achando um jeito de me irritar ate a paciência acabar,0,1,0,0,0,0,0
"@user @user victoria, vc é ridícula mané kkkkkkkkk dx meu look praiano af",1,0,0,0,0,0,0
indecisão do caralho pra escalar o cartola nessa rodada,0,1,0,0,0,0,0
eu tenho que parar de ser uma otaria que faz de tudo pelos outros pq depois eu sou tomo no meu cu,0,1,0,0,0,0,0
"mara from borel já chegou aclamada

eu ainda to fora de mim puta que pariu

parabéns, fadinhaaaaas",0,1,0,0,0,0,0
cólica é lixo,1,0,0,0,0,0,0
são paulo tava 26 graus ontem e hoje 12 graus vai se foder,0,1,0,0,0,0,0
puta que pariu sim????,0,1,0,0,0,0,0
@user eu amo tese de paraense puta que pariu,0,1,0,0,0,0,0
vou no aniversário das gemea feia com a roupa mais largada q eu achar,1,0,0,0,0,0,0
@user @user que coisa feia a dona rede globo tirando alegria da garotada,1,0,0,0,0,0,0
"tá tirando é onda com a minha cr, nessa porra já",0,1,0,0,0,0,0
a consideração enfiou no cu como sempre,1,1,0,0,0,0,0
"Dei match com vc no tinder mas n tenho coragem de chamar, mas é a menina mais linda de lá puta que pariu, fiquei apaixonada — Se deu match tá perdendo tempo pq bocó?",0,1,0,0,0,0,0
"mano que porra é essa , até o nosso 3° goleiro tá vindo também",0,1,0,0,0,0,0
minha mãe tá me estressando puta que pariu,0,1,0,0,0,0,0
@user ajudem na votação eles merecem ganhar caralho,0,1,0,0,0,0,0
que clube do caralho,0,1,0,0,0,0,0
@user kkkkkkkk só um agrado pra torcida vascaína não ficar puta,0,1,0,0,0,0,0
"idealismo estratégico pra separar o país, até parece que esse cara saiu da idade media, ele não é burro, só se faz",1,0,0,0,0,0,1
"odeio que mintam pra mim, puta que pariu",0,1,0,0,0,0,0
"@user Oq mais me alegra e ver a corja de comunistas ,sem vergonha, perdendo a teta que mamava no governo, que moleza, vai mamar no boi. E tem muito mais p rodar, o rodo vai passar geral. Foi p isso que dei meu voto.",1,1,0,1,0,1,0
@user caralho po eu fiquei triste ideia kkkkkkkk olha o áudio no zap,0,1,0,0,0,0,0
"@user fodase porra, tu se amarra em todo mundo agr",1,1,0,0,0,0,0
@user @user @user porra vcs são perfeitos,0,1,0,0,0,0,0
"@user mano macho só serve pra ser babaca e inútil mesmo, deus o livre",1,1,0,0,0,0,0
essa desgraçada acertou a caralha da moeda no meio da minha testa,1,1,0,0,0,0,0
vai se foder coloca a amanda,1,1,0,0,0,0,0
esse meu barbeiro é o mais engraçado tnc🤣,0,1,0,0,0,0,0
@user vcs é tudo cego puta que pariu,1,1,0,0,0,0,0
"eu amo como sapatão é uma raça unida 
o pisão nos g4ys que é o dia todo se matando na internet",0,0,0,1,0,0,0
um mal está do caralho,0,1,0,0,0,0,0
@user @user @user @user Kkkkkkkkkkk a mina usa uma saia da Fendi falsa e sutiã como Cropped e quer Opinar na roupa da mina puta que pariu 🤦🏾‍♂️,1,1,0,0,0,0,0
caralho essa mulher ainda vai acabar comigo,0,1,0,0,0,0,0
parei de dar moral pra vagabundo....,0,1,0,0,0,0,0
boa só pra quem não sabe porra nenhuma,1,1,0,0,0,0,0
"@user porra, fala kkkkkkkkkkk",0,1,0,0,0,0,0
filho da puta não responde 😒,1,1,0,0,0,0,0
@user filha da puta kkkkkkkkkkkkkkkkkkkkkk,1,1,0,0,0,0,0
minha avó leva tudo a sério puta que pariu,0,1,0,0,0,0,0
"pessoas: ""ainn mais tá cedo pra começar a beber""
eu: "" ta cedo pro povo comecar a me magoar e eu nao to falando nada caralho """,0,1,0,0,0,0,0
"Mano @user é mto tóxico, caralho quando é que ele vai entender que o Harry é o mais lindo, gostoso, amado, perfeito, af gay tóxico",1,1,0,1,0,0,0
"@user @user @user KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKIIIIKKKKKKKKKK PAREI MINHA FREGUES FAVORITA, VENHA CÁ CONTE-ME UMA COISA....

puta que pariu, tricolor querer falar de alguma coisa é o cumulo...",1,1,0,0,0,0,0
"Rapaziada chata, né?! O cara trabalha c funk, vive no meio de mulher, solteiro ou não ele ia gravar o clip.... mas aí porque ficou solteiro “tá querendo se mostrar” puta que pariu, gente chata p caralho",1,1,0,0,0,0,0
sou apaixonada dms vai se foder,0,1,0,0,0,0,0
puta que pariu que campanha. 😓,0,1,0,0,0,0,0
"brasil que porra é essaaaaaa. vai deixar a república dominicana ganhar de virada?! meu pai
bora meninaaaaas. vôlei feminino me mata",0,1,0,0,0,0,0
"Mano, antigamente era tão melhor , hj em dia as pessoas tem sede de like, seguidores, CARALHO a 10 anos era rolê de geral, Orkut, msn... Hj e só essas garotinhas mentidas rica e digital influencer de nariz em pé que se acha melhor q os outros",1,1,0,0,0,1,0
que fome da porra,0,1,0,0,0,0,0
cavalgada é o caralho!,0,1,0,0,0,0,0
ultimamente ando com um azar do caralho puta que pariu,0,1,0,0,0,0,0
@user que porra é essa ? mdsss,0,1,0,0,0,0,0
gonna cry carla? puta que pariu,0,1,0,0,0,0,0
"puta que pariu, chega de alagação",0,1,0,0,0,0,0
"única palavra q eu consegui falar hj quando eu dei o apagão de memória, até chegar no hospital era ""q porra q é essa"" única coisa kkkkkk",0,1,0,0,0,0,0
@user putinha com fio dental american flag. bunda vermelha de apanhar,0,1,0,0,0,1,0
"@user @user @user @user Kkkk é engraçado você atolado em dívidas tirando tempo pra ficar na web defendendo Ladrãozada com malas de dinheiro malocada, eles não te darão um centavo para te desatolar, portanto VÁI TRABALHAR VAGABUNDO 😂😂😂😂😂 Ah...comece pagando os parentes.😂😂😂",1,0,0,0,0,0,0
"tem um puta talento, músicas boas, bom compositor, performances incríveis... pena que isso não valha de nada quando o ser humano é podre",1,0,0,0,0,0,0
"cheguei, puta que pariu parece que a estrada não tem fim",0,1,0,0,0,0,0
se é pra ficar frio assim pq n neva de uma vez caraio,0,1,0,0,0,0,0
@user posta essa porra dnv pra botar um 😄 tbm,0,1,0,0,0,0,0
"tenho q parar um pouco de assistir vis a vis, puta que pariu",0,1,0,0,0,0,0
"@user homem pão duro é o erro, puta que pariu kkkkkkkkkkkkkk 🤦🏾‍♀️",1,1,0,0,0,0,0
@user usar esse lixo ali ? kkkkkk nunca kkk,1,0,0,0,0,0,0
"irritas-me p caralho, mas és a melhor, obrigada por tudo",1,1,0,0,0,0,0
"quanto + o tempo passa, menos conteúdo é construído, porque qualquer merda é considerada ""de boa qualidade"", por isso só tem gente mongoloide ultimamente, bando de retardados",1,1,0,0,0,0,0
ih porra to brava,0,1,0,0,0,0,0
"começou a chover dnv, tnc hein",1,1,0,0,0,0,0
virar vagabundo jamais,1,0,0,0,0,0,0
@user eu vi ao vivo bc e fiquei encharcada puta que pariu q homem gostoso da poha,0,1,0,0,0,0,0
qualquer dia eu enlouqueço de tanto pensar puta que pariu,0,1,0,0,0,0,0
@user caralho mano que nojo desse mlk,1,1,0,0,0,0,0
puta que pariu ficou incrivelmente bom isso ai caralho,0,1,0,0,0,0,0
"@user quanta beldade meu pretinho, lindo da desgraça!!! te amo ❤️",0,0,0,0,1,0,0
na moral vai tomar no cu vei,1,1,0,0,0,0,0
essas meninas jogam dms puta que pariu,0,1,0,0,0,0,0
to sem nada pra fazer fui ver keeping up with the kardashians e sinceramente ser rico pra caralho deve ser muito bom,0,1,0,0,0,0,0
@user vai se foder kkkkkkkkkkkkkkkkkkkkkkkkk,1,1,0,0,0,0,0
"ossada...
brigo com o @user venho embora eo tempo muda puta que pariu muito azar kkkkkkk",0,1,0,0,0,0,0
"Mary me via sempre na rua, tinha um crush em mim, mas nunca puxou assunto comigo
Um dia começamos a conversar e ela foi no show do fucking raça negra só pra me conhecer 
e cá estamos, mês que vem faz um ano que o show aconteceu",0,1,0,0,0,0,0
@user quem foi o retardado,1,0,0,0,0,0,0
cu bem exagerado fu 😂,0,1,0,0,0,0,0
"cara de babaca quando pega no rosto vc faz biquinho e toma um bj na testa,é bom mas o biquinho sem graça fica kkkkk",1,0,0,0,0,0,0
"@user @user puta que pariu, meu estômago chega embrulhou",0,1,0,0,0,0,0
"😭❤️😭❤️😭❤️porra, bahia, vai tomar no cu, que foda, porra 😭❤️😭❤️😭❤️",0,1,0,0,0,0,0
Pq toda vez que alguém me conta sobre facada nas costas sobre usa as pessoas como elas fossem um nada me lembra toda aquela filha da putagem e man até hj não escutei história mais filha da puta do que a minha que passei,1,1,0,0,0,0,0
base forte pra caralho 💪🏼,0,1,0,0,0,0,0
"@user eu já sou toda ignorante, mas tento tratar as pessoas bem.
mas a pessoa quer me tratar com secura, mando logo tnc",1,1,0,0,0,0,0
